,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,y
475,36,1,1,3,-742,1,1,31,5,110,3,-1,no
476,40,4,1,2,2763,1,0,2,5,566,1,395,yes
477,50,9,0,1,0,1,0,14,8,109,3,92,no
478,53,4,1,0,2096,0,0,9,6,104,1,-1,no
479,52,3,0,1,131,1,1,11,8,87,1,-1,no
480,31,0,1,1,713,1,0,20,9,373,1,-1,no
481,46,0,2,1,1693,1,0,20,10,427,1,-1,no
482,56,0,0,0,0,0,1,10,5,542,1,-1,no
483,35,9,1,1,6,1,0,11,8,204,2,348,no
484,37,4,2,2,1027,1,0,2,7,313,1,152,no
485,33,7,0,3,392,1,0,15,5,753,4,-1,no
486,66,5,1,1,3473,0,0,14,0,441,2,-1,no
487,45,4,1,2,2220,1,0,11,5,128,2,-1,no
488,28,4,2,2,1,0,0,24,5,86,11,-1,no
489,34,0,1,1,1183,1,0,20,0,575,2,-1,no
490,52,7,0,1,0,0,0,31,5,530,3,-1,no
491,59,1,1,0,14,1,1,20,8,355,1,-1,no
492,57,4,1,1,7162,0,0,17,9,83,1,-1,no
493,41,0,2,1,0,0,0,25,5,286,2,-1,no
494,34,2,1,0,0,1,0,21,5,132,3,-1,no
495,34,0,1,1,2,1,0,25,5,137,11,-1,no
496,42,9,1,1,9324,0,0,27,1,67,4,-1,no
497,67,5,1,0,585,0,0,12,4,164,1,148,no
498,30,4,2,2,12857,1,0,6,9,150,1,-1,no
499,31,1,1,1,1599,1,0,21,8,49,1,-1,no
500,31,4,1,2,0,0,0,14,8,298,1,-1,no
501,29,7,2,1,441,1,0,17,0,69,1,-1,no
502,36,9,1,2,4388,0,0,8,1,52,3,-1,no
503,33,9,2,1,4792,0,0,26,8,131,3,-1,no
504,53,9,1,2,2557,0,0,29,5,95,4,182,no
505,48,4,1,2,4191,0,0,21,8,363,6,-1,no
506,50,2,0,2,101,0,0,20,1,132,2,-1,no
507,50,6,0,1,985,1,1,21,9,167,1,-1,no
508,32,4,1,2,1331,0,0,12,1,93,1,104,no
509,56,4,1,2,2925,0,0,29,1,133,6,-1,no
510,35,1,2,1,142,1,0,7,8,266,2,168,no
511,34,4,2,2,2633,1,0,21,9,705,6,-1,no
512,26,1,1,1,352,1,0,8,0,213,3,317,no
513,39,4,1,2,1654,0,1,21,9,151,1,-1,no
514,32,4,2,2,307,0,0,25,4,96,1,201,no
515,60,4,1,0,703,1,0,14,8,378,1,-1,no
516,30,10,1,2,330,0,0,3,5,264,1,80,no
517,43,1,1,1,664,1,0,12,6,354,1,-1,no
518,36,4,1,2,0,1,1,14,5,119,2,-1,no
519,49,1,1,0,201,1,1,18,5,297,2,-1,no
520,58,1,1,1,0,0,0,18,1,27,17,-1,no
521,43,4,1,2,9261,1,0,17,0,273,2,254,no
522,54,4,1,0,0,1,1,6,8,95,1,-1,no
523,43,9,1,1,0,0,1,8,8,9,2,172,no
524,36,6,2,2,351,0,0,30,0,78,1,84,no
525,31,2,1,0,-98,1,0,18,8,9,3,362,no
526,47,9,1,1,459,0,0,28,4,226,1,-1,no
527,50,4,1,2,469,0,0,16,0,161,1,-1,no
528,41,0,1,2,108,1,0,2,3,210,1,-1,no
529,27,0,2,1,456,0,0,13,8,104,1,-1,no
530,32,1,1,0,268,1,1,18,8,189,1,-1,no
531,42,4,0,2,221,1,0,7,8,720,2,-1,no
532,45,6,1,1,7,0,0,20,9,691,1,-1,yes
533,30,9,2,1,513,1,0,20,0,241,1,-1,no
534,34,4,1,2,4859,0,0,20,1,262,2,112,no
535,42,1,0,0,299,1,0,13,8,253,2,-1,no
536,35,9,1,1,150,0,0,18,1,242,5,-1,no
537,50,7,0,1,641,0,0,25,8,128,3,-1,no
538,58,7,0,1,739,1,0,20,0,304,7,335,no
539,37,0,2,1,465,1,1,6,8,116,1,-1,no
540,40,7,1,1,87,1,1,21,9,116,2,113,no
541,47,9,1,1,2283,1,0,21,9,170,2,-1,no
542,54,1,1,0,0,0,0,18,1,144,2,-1,no
543,32,0,2,1,131,1,0,22,6,522,1,183,no
544,45,4,2,2,5769,0,0,20,9,59,3,-1,no
545,39,2,1,2,942,1,0,14,1,880,3,267,yes
546,47,9,1,1,826,1,0,18,9,195,3,112,no
547,37,4,0,2,153,1,0,30,0,221,1,70,no
548,35,10,1,1,977,1,0,4,8,52,4,91,no
549,58,10,1,1,4497,1,0,29,8,128,1,-1,no
550,42,10,1,2,576,0,0,3,6,447,2,96,no
551,45,0,1,1,1214,1,0,28,5,118,2,-1,no
552,33,9,2,2,0,0,0,22,1,135,3,-1,no
553,29,1,1,1,2870,1,0,16,5,988,1,-1,yes
554,39,4,2,2,30,1,0,13,8,201,3,-1,no
555,34,4,1,2,0,0,0,2,3,327,1,-1,no
556,41,4,1,2,6060,1,0,15,8,71,2,-1,no
557,48,3,1,0,0,0,0,28,1,20,23,-1,no
558,39,1,2,0,0,0,0,18,6,375,2,-1,no
559,34,1,1,1,-436,1,0,26,8,317,1,-1,no
560,33,4,2,3,1534,1,0,11,5,1041,2,-1,yes
561,37,1,1,3,969,1,0,14,8,343,2,-1,no
562,31,8,2,2,4951,0,0,17,11,285,3,81,no
563,44,1,1,1,274,1,1,6,8,409,1,-1,no
564,48,1,2,1,44,1,0,6,8,153,1,-1,no
565,36,3,1,1,0,0,1,15,5,571,3,-1,no
566,75,5,1,0,5491,0,0,28,5,258,6,-1,no
567,48,3,2,1,71,0,0,28,1,97,3,-1,no
568,56,5,1,1,101,0,1,19,6,330,1,-1,no
569,35,9,2,2,632,0,0,7,1,141,1,-1,no
570,57,11,1,1,2,0,0,6,6,112,4,-1,no
571,42,4,2,2,227,0,0,20,1,428,8,-1,no
572,42,1,1,1,2044,1,1,7,8,155,1,282,no
573,25,4,2,2,316,0,0,27,7,347,2,-1,no
574,40,3,1,0,979,0,0,15,10,106,4,-1,no
575,29,7,2,2,1788,0,0,27,10,353,1,-1,no
576,55,1,1,1,233,1,0,5,8,813,2,351,yes
577,52,7,0,1,2455,0,0,25,5,289,1,-1,no
578,56,5,1,1,364,0,0,5,1,105,1,-1,no
579,40,4,1,2,0,1,0,16,5,87,5,-1,no
580,28,0,2,2,282,1,1,3,3,329,1,-1,no
581,29,6,1,1,425,1,0,5,6,562,15,-1,no
582,42,4,2,2,328,1,1,17,9,125,1,-1,no
583,49,2,1,1,89,1,0,12,8,351,1,-1,no
584,33,4,1,2,2441,1,1,19,9,154,1,-1,no
585,55,9,1,1,361,1,1,20,9,292,2,-1,no
586,33,4,0,1,106,0,0,20,1,175,3,-1,no
587,46,4,0,2,24598,1,0,14,8,118,4,374,no
588,57,4,1,2,388,0,1,15,8,262,4,-1,no
589,32,9,2,2,1012,0,0,14,0,178,1,-1,no
590,57,1,1,1,1686,0,0,22,3,219,4,311,no
591,55,4,0,2,8044,1,0,11,8,175,5,333,no
592,26,4,2,2,2692,0,0,28,8,159,2,-1,no
593,45,1,1,0,15515,0,0,4,1,167,2,-1,no
594,51,1,1,1,1779,1,0,15,8,99,2,-1,no
595,40,7,2,1,0,1,0,17,0,350,2,-1,no
596,49,10,1,1,13818,0,0,31,5,221,2,-1,no
597,53,3,1,0,2581,0,0,15,0,99,1,-1,no
598,48,0,1,1,490,0,0,6,1,136,2,-1,no
599,42,7,1,1,120,1,0,17,0,179,1,-1,no
600,48,6,1,1,884,1,0,31,5,118,2,-1,no
601,27,1,2,0,68,1,1,11,8,50,5,-1,no
602,53,1,1,1,66,0,0,6,6,360,2,-1,no
603,33,4,1,2,431,1,0,27,10,51,1,-1,no
604,33,0,2,2,490,1,0,7,8,31,1,363,no
605,40,3,1,2,0,0,0,6,10,6,1,-1,no
606,31,2,2,2,-405,1,1,21,9,846,1,100,no
607,34,4,1,2,1339,0,0,20,1,255,8,-1,no
608,38,1,2,0,0,1,0,11,8,284,4,-1,no
609,48,4,0,2,15,0,0,6,9,88,1,-1,no
610,49,4,1,2,4751,0,0,12,1,884,4,-1,yes
611,48,0,2,1,303,1,1,2,3,142,1,189,no
612,44,9,1,2,851,1,0,11,5,47,2,-1,no
613,36,0,2,1,733,1,0,20,0,176,1,322,no
614,30,4,2,2,0,1,0,5,8,495,1,-1,no
615,36,4,1,2,0,1,0,23,10,140,1,143,no
616,36,1,1,1,-190,1,0,27,8,348,2,-1,no
617,31,9,1,2,3338,1,0,24,6,122,2,185,no
618,52,9,1,2,214,0,0,29,1,161,3,-1,no
619,50,7,1,1,1126,0,0,4,1,679,1,-1,yes
620,52,9,1,1,-33,0,0,20,1,257,2,-1,no
621,38,9,2,2,1619,0,0,9,6,324,1,-1,no
622,45,0,1,1,3006,0,0,29,0,388,2,-1,no
623,39,1,2,0,267,0,0,18,9,322,1,-1,no
624,39,4,1,3,4800,0,0,12,6,135,3,-1,no
625,60,5,1,2,1766,0,0,5,1,344,1,-1,no
626,44,0,1,1,58544,1,0,7,8,144,2,-1,no
627,32,7,1,0,218,1,0,4,3,177,3,-1,no
628,39,4,1,2,1070,1,1,9,5,71,1,-1,no
629,43,1,0,0,3550,0,0,20,9,1154,1,-1,yes
630,56,1,0,1,1346,0,1,28,5,240,3,-1,no
631,35,7,2,1,2467,0,0,20,9,319,5,-1,no
632,35,1,2,1,0,1,0,8,8,237,1,368,no
633,38,0,2,2,4,1,1,18,9,71,3,-1,no
634,40,0,2,1,142,0,1,20,6,14,3,-1,no
635,42,4,1,2,981,1,0,17,9,276,1,-1,no
636,58,4,1,2,0,0,0,31,5,27,16,-1,no
637,55,6,0,1,148,0,0,17,6,847,3,-1,yes
638,49,7,1,0,0,1,0,6,8,445,2,166,no
639,24,0,2,1,1055,0,0,21,5,338,1,-1,no
640,33,1,1,1,1233,1,0,14,8,141,1,-1,no
641,40,4,1,1,754,0,1,6,0,635,1,-1,no
642,52,10,1,1,5091,0,0,26,8,309,1,-1,no
643,52,4,1,2,2635,0,0,6,11,313,1,108,no
644,26,0,2,2,313,0,1,2,6,199,1,96,no
645,44,9,1,1,-97,1,0,7,8,408,3,-1,no
646,44,1,1,0,276,1,0,30,5,535,2,-1,no
647,37,3,1,0,189,0,0,8,1,148,4,-1,no
648,28,4,2,2,187,0,0,10,11,255,1,93,no
649,41,9,0,2,3465,1,0,11,1,389,4,-1,no
650,29,7,1,1,182,1,0,13,8,38,3,-1,no
651,49,1,1,3,154,1,0,5,8,357,1,-1,no
652,30,0,1,1,2931,1,0,29,8,199,3,-1,no
653,40,1,1,3,874,0,0,14,8,75,1,-1,no
654,32,10,2,1,5670,0,0,4,3,326,1,-1,no
655,30,10,2,1,2303,0,0,6,3,193,5,-1,no
656,35,0,0,1,0,1,0,7,8,262,2,-1,no
657,58,5,1,3,662,1,0,2,3,389,1,-1,no
658,30,9,2,1,659,1,0,20,8,241,3,-1,no
659,34,4,1,2,11,1,0,17,0,22,1,150,no
660,31,0,2,2,1531,1,0,28,8,48,5,-1,no
661,59,5,0,1,93,0,1,8,1,108,2,-1,no
662,30,4,1,2,877,0,0,22,8,122,2,108,no
663,24,8,2,1,2,0,0,15,8,48,1,-1,no
664,40,7,1,1,17,0,0,4,6,78,1,-1,no
665,37,0,1,1,-47,1,0,30,8,122,4,-1,no
666,46,6,0,2,926,1,0,19,9,168,2,153,no
667,35,9,2,1,196,1,0,21,9,318,1,-1,no
668,38,7,1,1,706,0,0,18,9,206,2,-1,no
669,42,7,0,1,732,0,0,30,5,109,3,-1,no
670,42,1,2,0,-376,1,0,18,8,53,1,-1,no
671,29,8,2,2,185,1,0,7,8,141,3,-1,no
672,34,6,2,1,55,1,0,18,8,155,1,-1,no
673,34,0,2,2,-199,0,1,8,5,130,1,-1,no
674,30,9,2,2,3291,1,0,19,8,1218,3,-1,yes
675,51,4,2,2,4305,1,0,4,8,126,1,-1,no
676,24,1,2,3,76,1,0,19,8,345,1,-1,no
677,42,4,1,1,2608,1,0,29,8,201,1,-1,no
678,50,7,0,1,2015,1,0,19,9,242,1,-1,no
679,40,0,1,0,189,1,0,27,8,160,2,-1,no
680,26,0,2,1,1375,1,0,17,0,238,2,-1,no
681,30,7,2,1,122,1,0,12,8,501,2,-1,no
682,48,4,2,2,414,0,0,21,5,761,2,-1,yes
683,56,4,0,3,2986,0,0,30,0,124,1,-1,no
684,27,8,2,2,24025,0,0,21,10,99,1,-1,no
685,32,4,2,2,0,1,0,20,0,415,2,-1,no
686,54,1,1,1,2047,0,0,9,3,150,7,194,no
687,33,6,1,1,0,0,0,18,1,73,7,-1,no
688,51,2,1,2,36935,1,0,21,9,41,1,-1,no
689,42,1,1,0,832,0,0,20,6,13,14,-1,no
690,39,4,1,2,540,1,1,23,8,1066,2,-1,no
691,39,1,2,0,419,1,0,17,9,186,1,181,no
692,39,9,1,1,37,1,1,11,5,467,1,-1,no
693,31,9,2,1,102,1,0,17,0,460,2,345,no
694,36,0,1,2,29,0,0,12,1,576,1,-1,yes
695,41,4,1,2,0,0,0,17,11,294,4,63,no
696,33,4,1,2,571,0,0,8,1,390,2,-1,no
697,37,0,1,1,525,1,0,23,8,425,1,-1,no
698,47,6,1,2,3072,0,0,21,9,229,3,-1,no
699,60,11,1,0,4722,0,0,20,6,459,3,-1,no
700,36,2,1,1,-280,0,0,17,1,6,1,-1,no
701,54,7,1,1,-22,0,1,9,5,85,1,-1,no
702,29,4,1,2,239,1,0,30,8,143,4,-1,no
703,31,4,2,2,307,0,0,8,5,361,1,229,yes
704,36,3,1,1,0,0,0,21,1,76,2,-1,no
705,33,1,1,1,-266,1,1,3,3,16,7,-1,no
706,47,9,0,3,442,1,0,11,8,85,1,-1,no
707,49,7,1,1,199,1,0,31,5,28,25,-1,no
708,73,5,0,1,1092,0,0,7,1,390,2,-1,no
709,28,6,2,2,805,0,0,12,9,116,5,170,no
710,52,5,1,3,293,0,0,11,6,706,1,-1,yes
711,53,5,1,0,1068,0,0,28,4,200,1,-1,no
712,39,10,2,1,804,0,0,21,2,193,8,203,no
713,34,10,0,1,354,1,0,9,8,308,1,-1,no
714,52,9,0,1,409,1,0,15,8,73,7,-1,no
715,41,4,2,2,480,1,0,15,8,178,2,-1,no
716,51,9,0,1,-471,0,0,26,1,169,2,-1,no
717,46,4,1,2,466,1,0,31,5,109,8,-1,no
718,46,2,1,3,1481,1,0,7,8,49,3,-1,no
719,25,4,1,2,0,1,0,31,5,20,31,-1,no
720,58,5,1,2,0,0,0,6,8,393,1,-1,no
721,50,0,0,1,124,1,1,14,8,367,2,289,no
722,43,1,1,0,0,1,0,12,8,48,3,285,no
723,48,9,1,1,23495,0,0,22,1,63,8,-1,no
724,37,2,1,1,209,1,0,17,0,100,1,-1,no
725,38,4,1,2,1,0,0,10,11,342,2,-1,no
726,29,7,2,1,1008,1,0,23,8,426,9,-1,no
727,42,4,1,2,0,1,0,18,5,177,5,-1,no
728,38,1,1,0,8637,1,0,11,6,119,1,-1,no
729,40,9,2,2,1646,1,0,4,8,392,2,91,no
730,31,4,2,2,1836,1,0,12,1,177,2,-1,no
731,43,9,1,2,591,1,0,12,8,123,4,277,no
732,49,5,1,0,192,0,0,10,5,227,1,-1,no
733,49,9,1,1,3033,0,0,15,8,125,5,-1,no
734,50,6,1,1,4440,0,1,31,5,12,3,-1,no
735,54,9,1,2,395,0,0,30,0,183,1,183,no
736,48,2,1,3,2550,1,0,14,8,175,3,-1,no
737,29,9,2,1,594,0,0,25,8,128,1,-1,no
738,41,4,2,2,256,1,0,3,6,140,6,-1,no
739,32,4,1,2,1388,1,0,30,0,753,1,-1,no
740,53,0,1,1,35,1,0,8,0,97,1,-1,no
741,27,1,1,0,713,1,0,30,8,152,4,-1,no
742,34,1,1,2,20,0,0,4,10,10,1,-1,no
743,30,7,2,1,438,1,0,18,8,98,1,178,no
744,38,1,1,0,2240,1,0,19,9,551,1,183,no
745,61,6,0,2,52587,0,0,15,3,394,3,189,yes
746,68,11,1,3,4092,0,0,11,1,329,1,-1,no
747,46,7,0,1,350,1,0,3,0,230,1,-1,no
748,36,9,1,1,1840,0,0,19,1,61,6,-1,no
749,31,9,2,1,46,0,0,27,1,313,6,-1,no
750,49,1,2,0,2623,1,0,15,8,291,2,-1,no
751,40,4,1,2,1308,0,0,3,3,1776,2,-1,yes
752,57,0,1,1,3927,0,0,13,10,61,1,-1,no
753,23,7,2,1,292,1,0,13,8,437,2,-1,no
754,26,10,2,1,461,0,0,28,4,214,1,-1,no
755,36,8,2,1,409,1,0,12,6,72,1,-1,no
756,59,5,1,1,1875,1,0,13,8,77,1,-1,no
757,30,4,1,2,0,1,0,9,5,127,1,-1,no
758,36,9,2,1,1228,1,0,4,8,303,3,-1,no
759,40,1,1,1,217,1,0,6,8,195,1,-1,no
760,33,1,0,0,142,1,0,11,8,41,2,300,no
761,51,4,1,1,2632,0,0,30,8,137,1,-1,no
762,51,1,1,0,-26,1,0,27,8,47,1,-1,no
763,42,0,2,3,297,1,0,29,8,106,1,-1,no
764,35,1,0,3,164,0,0,11,6,967,2,-1,yes
765,50,2,1,1,533,1,0,11,8,171,2,-1,no
766,39,9,1,2,3911,1,0,18,9,247,2,-1,no
767,50,6,1,0,0,0,0,22,1,125,4,-1,no
768,35,1,2,0,1284,1,0,14,8,13,5,-1,no
769,43,3,1,1,2220,0,0,27,1,177,3,-1,no
770,60,5,1,2,614,0,0,29,1,50,3,-1,no
771,58,4,1,1,-382,0,0,31,5,644,12,-1,no
772,59,1,1,3,-278,1,0,13,8,318,2,-1,no
773,37,9,2,1,3665,0,0,12,1,664,3,-1,yes
774,31,11,2,2,0,0,0,7,5,57,1,-1,no
775,28,0,2,1,25,1,0,5,6,109,2,-1,no
776,40,4,1,2,-1036,1,1,23,6,41,2,-1,no
777,36,9,0,1,664,1,1,30,5,266,4,-1,no
778,40,0,1,1,2,1,0,16,8,29,1,-1,no
779,58,5,0,0,720,0,0,22,8,250,1,94,no
780,37,7,1,1,1776,1,1,17,0,224,1,-1,no
781,38,6,1,2,656,1,0,22,1,508,7,-1,no
782,24,9,2,2,596,1,0,13,8,451,1,-1,no
783,31,7,1,1,238,1,1,9,8,156,2,-1,no
784,40,8,1,1,260,0,0,19,9,52,1,152,no
785,46,7,1,0,830,1,1,11,5,211,2,-1,no
786,45,6,1,2,1265,1,0,6,3,79,2,-1,no
787,32,2,2,2,6259,1,0,9,8,230,2,-1,no
788,34,9,1,1,0,1,0,25,5,141,3,-1,no
789,48,9,1,1,7020,0,0,6,1,80,2,-1,no
790,37,7,2,1,1045,0,0,4,3,301,1,-1,no
791,41,9,1,1,2123,0,0,18,9,232,1,102,no
792,34,7,2,1,544,1,0,27,8,257,2,-1,no
793,32,0,1,2,176,1,0,25,5,50,1,-1,no
794,34,2,1,1,1847,1,0,9,0,543,3,321,no
795,36,9,1,1,452,1,0,26,8,113,5,-1,no
796,44,9,2,1,696,1,0,16,8,680,3,-1,no
797,48,4,2,2,940,0,0,23,6,216,3,-1,no
798,38,9,2,2,369,0,0,7,1,365,8,-1,no
799,33,9,2,2,231,1,0,27,8,198,2,-1,no
800,34,9,1,1,1092,0,0,23,8,268,1,-1,no
801,41,0,2,1,0,0,1,21,9,305,6,-1,no
802,35,4,2,2,1494,1,0,6,8,311,1,169,no
803,46,1,1,0,44,0,1,10,5,90,9,-1,no
804,45,10,1,0,0,1,0,2,3,570,2,-1,no
805,42,4,1,2,255,0,0,4,1,302,2,-1,no
806,47,9,1,1,3466,1,0,11,5,853,2,-1,no
807,54,5,0,1,13,1,0,15,5,197,2,-1,no
808,54,6,1,1,203,1,0,7,5,238,8,-1,no
809,53,7,0,1,4554,0,0,5,3,8,6,-1,no
810,60,5,1,2,9397,0,0,5,6,428,1,-1,no
811,46,0,2,1,9326,0,1,9,6,105,1,-1,no
812,52,1,1,0,273,1,0,12,1,128,2,-1,no
813,28,0,1,1,-97,1,0,29,4,79,1,225,no
814,48,0,1,1,112,0,0,18,1,139,5,-1,no
815,34,1,1,0,275,1,0,30,8,170,1,-1,no
816,51,1,1,1,2007,1,0,12,1,1226,3,-1,yes
817,32,6,2,1,356,1,0,27,1,511,6,-1,no
818,54,1,1,1,-10,1,0,21,9,490,2,-1,no
819,42,1,2,1,419,0,0,7,5,88,3,-1,no
820,51,0,0,1,340,1,0,8,8,186,1,-1,no
821,57,9,1,2,6822,0,0,7,1,797,2,-1,yes
822,26,0,2,1,66,1,0,14,8,451,1,339,no
823,47,4,1,2,0,0,0,27,10,508,1,-1,no
824,27,7,2,1,1820,1,0,17,5,1027,1,-1,yes
825,36,4,1,2,3949,0,0,28,4,130,2,-1,no
826,34,0,1,1,1551,1,1,8,5,188,2,82,no
827,40,4,1,2,-1737,1,1,31,5,249,4,-1,no
828,29,0,1,1,22171,1,0,18,8,44,1,355,no
829,43,0,1,1,1113,0,0,19,6,477,7,-1,no
830,56,5,0,0,48,1,0,14,8,132,2,-1,no
831,28,4,2,1,1633,0,0,8,11,233,1,95,no
832,62,1,1,1,180,0,0,14,4,183,1,90,no
833,30,7,1,1,442,1,0,8,8,137,2,-1,no
834,31,9,2,1,0,0,0,29,1,213,4,-1,no
835,65,4,1,3,2352,0,0,8,9,354,3,188,no
836,24,9,2,1,-46,1,0,19,8,23,1,-1,no
837,29,4,1,2,1441,1,0,30,0,185,1,85,no
838,31,4,2,2,30,0,0,8,1,161,2,-1,no
839,33,4,1,2,52,0,0,22,1,311,1,-1,no
840,51,1,1,0,0,1,0,10,5,324,1,-1,no
841,52,6,1,2,1088,1,0,6,6,217,2,-1,no
842,43,7,1,1,-45,1,1,3,3,140,3,-1,no
843,33,1,1,0,716,1,0,7,8,83,3,-1,no
844,60,2,1,0,0,0,0,18,6,201,1,-1,no
845,26,1,2,1,535,0,0,14,1,125,1,-1,no
846,47,0,1,1,-245,1,0,17,0,91,1,-1,no
847,30,0,1,1,122,1,0,16,8,107,1,-1,no
848,34,10,1,1,1375,0,0,21,9,148,1,-1,no
849,39,1,2,1,649,1,0,15,0,668,1,-1,no
850,36,4,1,2,1133,1,0,4,1,293,1,181,no
851,29,3,1,0,7,0,1,8,5,240,1,-1,no
852,61,9,1,0,6384,0,0,16,10,55,2,-1,no
853,36,3,1,1,556,1,0,7,8,35,3,-1,no
854,60,5,1,1,926,1,0,13,8,291,2,-1,no
855,59,5,1,1,1035,1,1,1,0,126,2,239,no
856,30,7,1,2,81,0,0,22,0,145,1,-1,no
857,47,1,1,1,1568,1,0,21,8,226,3,91,no
858,31,1,2,1,369,1,1,27,8,30,8,-1,no
859,29,9,2,1,323,0,0,27,1,148,2,94,no
860,55,4,0,2,9756,1,0,5,6,103,2,95,no
861,35,4,1,2,641,1,0,12,8,41,1,-1,no
862,33,1,1,1,355,1,0,4,6,87,3,-1,no
863,45,9,1,1,6993,1,0,20,9,283,1,-1,no
864,40,1,1,0,104,1,0,13,8,277,2,343,no
865,38,9,1,1,0,0,0,7,8,55,1,-1,no
866,48,3,1,0,469,0,0,14,1,103,2,-1,no
867,55,4,1,2,16786,0,0,18,9,90,1,-1,no
868,31,6,2,2,120,1,0,8,8,239,2,-1,no
869,49,1,1,1,134,1,1,27,8,265,2,-1,no
870,31,1,2,1,1139,1,0,22,5,101,1,-1,no
871,32,1,1,1,23,1,0,16,8,77,1,-1,no
872,31,9,1,1,4,0,0,20,8,199,4,-1,no
873,45,1,1,2,47,1,0,28,4,1972,2,-1,yes
874,57,4,1,2,1631,1,0,2,0,254,2,261,no
875,35,4,2,2,14,0,0,7,5,167,2,-1,no
876,56,4,1,2,-6,0,0,31,5,29,16,-1,no
877,35,10,2,1,2116,1,0,13,8,409,2,-1,no
878,31,9,2,1,-423,1,0,8,8,103,6,-1,no
879,49,0,1,1,1096,1,0,17,0,609,1,303,no
880,31,1,1,1,1529,1,0,2,6,231,8,-1,no
881,47,1,1,0,362,1,0,18,1,111,8,-1,no
882,43,1,1,1,699,1,1,20,9,1258,2,122,yes
883,37,7,1,1,1543,1,0,16,3,138,2,-1,no
884,30,7,1,2,1019,0,0,4,3,155,1,234,no
885,36,10,1,1,533,1,0,2,3,619,1,272,no
886,34,9,0,1,1301,1,0,25,5,124,2,-1,no
887,39,7,2,2,410,0,0,19,6,266,4,-1,no
888,48,4,1,2,3842,0,0,1,6,215,2,-1,no
889,40,1,2,0,446,1,0,8,0,594,4,331,no
890,53,9,2,2,1,0,0,21,1,190,1,-1,no
891,58,0,1,1,855,0,0,14,1,81,2,-1,no
892,58,2,0,1,0,1,0,7,8,270,3,-1,no
893,51,4,1,2,346,0,0,12,3,122,1,92,no
894,31,4,2,2,34,1,0,28,5,127,4,-1,no
895,50,0,0,1,-194,1,0,13,0,238,2,-1,no
896,36,0,2,1,587,1,0,13,0,239,3,-1,no
897,26,1,0,1,0,1,0,19,8,48,3,-1,no
898,30,4,1,3,385,0,0,26,8,56,2,97,no
899,55,9,1,3,4746,1,0,23,8,288,3,-1,no
900,33,1,1,1,467,1,0,21,8,494,2,-1,no
901,44,9,0,1,14,0,0,13,1,234,1,-1,no
902,45,1,1,0,377,0,0,28,1,26,23,-1,no
903,47,4,0,2,2515,0,0,20,6,40,3,-1,no
904,31,4,2,2,0,1,0,28,5,117,3,-1,no
905,31,9,2,2,3729,1,0,5,3,176,2,8,no
906,42,9,0,2,7190,1,0,29,5,375,2,-1,no
907,30,1,1,1,253,1,0,23,8,160,2,-1,no
908,52,7,1,1,540,1,0,11,8,154,2,340,no
909,34,9,2,2,925,1,0,13,0,709,1,-1,no
910,29,9,2,1,6,0,0,25,8,315,1,-1,no
911,46,10,1,0,641,1,0,19,6,201,1,-1,no
912,27,8,2,1,585,0,0,28,4,180,3,-1,no
913,27,8,1,2,659,1,0,9,8,111,2,-1,no
914,59,4,1,2,1308,0,0,30,5,183,4,-1,no
915,58,6,1,2,8014,1,0,19,8,65,3,-1,no
916,82,5,0,0,0,0,0,6,1,381,3,295,no
917,29,0,1,2,238,0,0,25,8,344,2,88,no
918,54,9,1,3,2564,0,0,12,6,134,1,-1,no
919,48,9,1,2,58,1,0,12,6,110,2,-1,no
920,56,11,1,3,778,0,0,20,6,32,4,-1,no
921,39,2,1,2,5848,1,0,19,9,55,1,-1,no
922,27,6,2,2,168,0,0,13,8,271,1,182,no
923,31,4,2,1,0,0,0,11,3,112,4,85,no
924,46,2,1,1,212,1,0,5,8,332,1,-1,no
925,35,9,1,1,2789,1,0,4,11,256,2,94,no
926,33,4,1,2,415,0,0,4,8,75,5,167,no
927,33,4,2,2,372,1,1,6,8,155,1,-1,no
928,29,0,2,1,345,0,0,11,7,60,3,-1,no
929,39,1,1,1,0,0,0,16,6,289,1,-1,no
930,49,9,1,1,307,0,0,9,2,854,1,-1,yes
931,47,7,2,1,591,0,0,29,5,397,1,-1,no
932,31,3,2,1,49,1,0,8,8,187,3,360,no
933,41,9,2,3,3652,1,0,12,8,127,1,363,no
934,45,4,1,2,54,1,0,13,8,107,3,-1,no
935,53,7,2,1,725,1,0,16,6,227,4,-1,no
936,46,2,1,1,122,0,0,5,3,178,7,-1,no
937,45,1,1,1,-35,1,1,20,6,145,24,-1,no
938,52,1,1,1,2230,0,0,29,10,423,3,-1,no
939,40,4,1,2,198,1,0,18,8,214,5,364,no
940,45,1,1,0,412,1,0,4,3,45,5,265,no
941,53,4,1,2,3443,1,0,28,8,48,2,-1,no
942,29,9,0,1,124,0,0,27,8,125,1,-1,no
943,39,0,0,1,2903,1,1,25,5,259,2,-1,no
944,40,0,1,0,1314,1,0,29,8,284,1,-1,no
945,42,4,1,2,1162,1,0,13,8,406,5,364,no
946,22,8,2,1,216,0,0,6,1,178,1,179,no
947,34,6,1,2,442,1,0,30,0,69,1,164,no
948,46,1,1,3,9328,1,0,5,8,725,3,-1,no
949,54,3,1,0,212,0,0,12,1,81,4,-1,no
950,44,4,1,2,0,1,1,18,9,54,1,-1,no
951,53,3,2,0,1238,0,0,17,6,23,3,-1,no
